GO,Interpro,n,n_go,n_ip,s
GO:0000712,IPR034157,15,82,16,0.30612244897959184
GO:0000715,IPR022656,8,34,9,0.37209302325581395
GO:0000717,IPR010643,5,27,5,0.3125
GO:0000719,IPR005101,3,5,22,0.2222222222222222
GO:0000719,IPR006050,5,5,23,0.35714285714285715
GO:0000722,IPR013134,8,57,10,0.23880597014925373
GO:0000722,IPR033925,10,57,35,0.21739130434782608
GO:0000722,IPR038729,9,57,17,0.24324324324324326
GO:0000724,IPR001208,64,491,80,0.22416812609457093
GO:0000724,IPR033762,63,491,76,0.2222222222222222
GO:0000724,IPR041562,66,491,82,0.23036649214659685
GO:0000725,IPR001208,64,544,80,0.20512820512820512
GO:0000725,IPR033762,63,544,76,0.2032258064516129
GO:0000725,IPR041562,66,544,82,0.2108626198083067
GO:0000726,IPR006164,28,209,33,0.23140495867768596
GO:0000727,IPR001208,47,99,80,0.5251396648044693
GO:0000727,IPR006166,15,99,36,0.2222222222222222
GO:0000727,IPR021151,24,99,47,0.3287671232876712
GO:0000727,IPR027925,45,99,55,0.5844155844155844
GO:0000727,IPR033762,46,99,76,0.5257142857142857
GO:0000727,IPR041562,47,99,82,0.5193370165745856
GO:0000729,IPR013049,13,79,18,0.26804123711340205
GO:0000729,IPR034136,13,79,18,0.26804123711340205
GO:0000730,IPR013632,22,26,45,0.6197183098591549
GO:0000730,IPR020587,19,26,45,0.5352112676056338
GO:0000730,IPR020588,23,26,82,0.42592592592592593
GO:0000730,IPR033925,21,26,35,0.6885245901639344
GO:0000731,IPR001126,44,187,48,0.37446808510638296
GO:0000731,IPR017961,41,187,44,0.354978354978355
GO:0000733,IPR010991,12,22,27,0.4897959183673469
GO:0000733,IPR011615,12,22,31,0.4528301886792453
GO:0000733,IPR013872,12,22,16,0.631578947368421
GO:0000735,IPR000432,16,18,89,0.29906542056074764
GO:0000735,IPR007695,16,18,68,0.37209302325581395
GO:0000735,IPR007696,16,18,88,0.3018867924528302
GO:0000735,IPR007860,16,18,71,0.3595505617977528
GO:0000735,IPR007861,9,18,65,0.21686746987951808
GO:0000737,IPR001604,9,71,18,0.20224719101123595
GO:0000738,IPR013520,23,37,125,0.2839506172839506
GO:0000738,IPR013620,5,37,5,0.23809523809523808
GO:0000738,IPR034747,5,37,5,0.23809523809523808
GO:0000738,IPR034748,5,37,5,0.23809523809523808
GO:0000753,IPR013724,2,11,7,0.2222222222222222
GO:0000753,IPR035548,2,11,2,0.3076923076923077
GO:0000753,IPR035549,2,11,2,0.3076923076923077
GO:0000753,IPR035550,2,11,2,0.3076923076923077
GO:0000767,IPR013724,2,12,7,0.21052631578947367
GO:0000767,IPR035548,2,12,2,0.2857142857142857
GO:0000767,IPR035549,2,12,2,0.2857142857142857
GO:0000767,IPR035550,2,12,2,0.2857142857142857
GO:0000772,IPR008675,2,3,2,0.8
GO:0000774,IPR003103,6,23,20,0.27906976744186046
GO:0000774,IPR013918,12,23,13,0.6666666666666666
GO:0000774,IPR042053,4,23,4,0.2962962962962963
GO:0000777,IPR005549,16,136,18,0.2077922077922078
GO:0000778,IPR005549,16,94,18,0.2857142857142857
GO:0000778,IPR013212,11,94,11,0.20952380952380953
GO:0000780,IPR005549,16,137,18,0.2064516129032258
GO:0000782,IPR011564,8,41,8,0.32653061224489793
GO:0000782,IPR013867,6,41,9,0.24
GO:0000782,IPR015010,6,41,8,0.24489795918367346
GO:0000782,IPR021661,7,41,9,0.28
GO:0000783,IPR011564,7,39,8,0.2978723404255319
GO:0000783,IPR013867,6,39,9,0.25
GO:0000783,IPR015010,6,39,8,0.2553191489361702
GO:0000783,IPR021661,7,39,9,0.2916666666666667
GO:0000786,IPR007125,38,70,266,0.2261904761904762
GO:0000787,IPR002197,7,7,29,0.3888888888888889
GO:0000789,IPR002197,7,9,29,0.3684210526315789
GO:0000791,IPR005818,19,102,84,0.20430107526881722
GO:0000795,IPR006888,10,68,10,0.2564102564102564
GO:0000796,IPR009378,7,29,8,0.3783783783783784
GO:0000796,IPR010935,11,29,43,0.3055555555555556
GO:0000796,IPR024324,4,29,5,0.23529411764705882
GO:0000796,IPR027120,6,29,9,0.3157894736842105
GO:0000796,IPR031719,5,29,6,0.2857142857142857
GO:0000796,IPR031737,7,29,8,0.3783783783783784
GO:0000796,IPR032682,7,29,10,0.358974358974359
GO:0000796,IPR041738,5,29,8,0.2702702702702703
GO:0000798,IPR006909,7,19,18,0.3783783783783784
GO:0000798,IPR006910,7,19,20,0.358974358974359
GO:0000798,IPR010935,7,19,43,0.22580645161290322
GO:0000798,IPR013721,5,19,13,0.3125
GO:0000798,IPR020839,5,19,14,0.30303030303030304
GO:0000798,IPR028468,3,19,8,0.2222222222222222
GO:0000798,IPR041741,4,19,10,0.27586206896551724
GO:0000799,IPR024324,4,13,5,0.4444444444444444
GO:0000799,IPR025977,2,13,5,0.2222222222222222
GO:0000799,IPR032682,7,13,10,0.6086956521739131
GO:0000800,IPR006888,5,29,10,0.2564102564102564
GO:0000800,IPR040560,4,29,5,0.23529411764705882
GO:0000800,IPR041322,4,29,5,0.23529411764705882
GO:0000802,IPR013721,2,3,13,0.25
GO:0000802,IPR020839,2,3,14,0.23529411764705882
GO:0000805,IPR035796,4,25,5,0.26666666666666666
GO:0000808,IPR001025,10,38,60,0.20408163265306123
GO:0000808,IPR032705,10,38,10,0.4166666666666667
GO:0000808,IPR040855,10,38,10,0.4166666666666667
GO:0000808,IPR041083,12,38,19,0.42105263157894735
GO:0000808,IPR041664,9,38,17,0.32727272727272727
GO:0000811,IPR021151,38,39,47,0.8837209302325582
GO:0000811,IPR031633,8,39,9,0.3333333333333333
GO:0000811,IPR038749,8,39,9,0.3333333333333333
GO:0000812,IPR010339,30,86,32,0.5084745762711864
GO:0000812,IPR014012,16,86,34,0.26666666666666666
GO:0000812,IPR032563,14,86,14,0.28
GO:0000812,IPR041048,30,86,32,0.5084745762711864
GO:0000813,IPR008883,6,42,8,0.24
GO:0000813,IPR009851,11,42,11,0.41509433962264153
GO:0000813,IPR017898,9,42,9,0.35294117647058826
GO:0000813,IPR017899,9,42,9,0.35294117647058826
GO:0000813,IPR017916,7,42,7,0.2857142857142857
GO:0000813,IPR023340,12,42,12,0.4444444444444444
GO:0000813,IPR023341,7,42,12,0.25925925925925924
GO:0000814,IPR021648,7,7,8,0.9333333333333333
GO:0000820,IPR005190,12,34,14,0.5
GO:0000820,IPR013546,12,34,21,0.43636363636363634
GO:0000821,IPR022141,3,10,9,0.3157894736842105
GO:0000822,IPR004331,29,48,55,0.5631067961165048
GO:0000822,IPR004342,26,48,29,0.6753246753246753
GO:0000822,IPR034092,14,48,14,0.45161290322580644
GO:0000822,IPR041101,9,48,13,0.29508196721311475
GO:0000822,IPR041567,9,48,15,0.2857142857142857
GO:0000825,IPR040464,7,7,18,0.56
GO:0000825,IPR041429,7,7,15,0.6363636363636364
GO:0000827,IPR040557,10,10,14,0.8333333333333334
GO:0000828,IPR040557,14,14,14,1.0
GO:0000829,IPR040557,11,11,14,0.88
GO:0000832,IPR040557,10,10,14,0.8333333333333334
GO:0000835,IPR003892,10,30,55,0.23529411764705882
GO:0000836,IPR003892,10,28,55,0.24096385542168675
GO:0000839,IPR003892,9,22,55,0.23376623376623376
GO:0000900,IPR032292,7,50,8,0.2413793103448276
GO:0000900,IPR032296,21,50,22,0.5833333333333334
GO:0000900,IPR034977,7,50,7,0.24561403508771928
GO:0000907,IPR003819,5,5,26,0.3225806451612903
GO:0000908,IPR003819,5,5,26,0.3225806451612903
GO:0000910,IPR030379,64,549,72,0.20611916264090177
GO:0000912,IPR012966,9,54,13,0.26865671641791045
GO:0000915,IPR012966,9,52,13,0.27692307692307694
GO:0000915,IPR037840,6,52,7,0.2033898305084746
GO:0000917,IPR007449,8,33,9,0.38095238095238093
GO:0000918,IPR013616,2,3,16,0.21052631578947367
GO:0000919,IPR025757,2,11,3,0.2857142857142857
GO:0000920,IPR016047,11,37,18,0.4
GO:0000921,IPR031850,3,21,5,0.23076923076923078
GO:0000923,IPR040457,21,24,22,0.9130434782608695
GO:0000923,IPR041470,21,24,22,0.9130434782608695
GO:0000930,IPR040457,22,52,22,0.5945945945945946
GO:0000930,IPR041470,22,52,22,0.5945945945945946
GO:0000931,IPR012943,3,12,11,0.2608695652173913
GO:0000931,IPR040457,7,12,22,0.4117647058823529
GO:0000931,IPR041470,7,12,22,0.4117647058823529
GO:0000938,IPR007234,7,15,7,0.6363636363636364
GO:0000938,IPR012501,8,15,8,0.6956521739130435
GO:0000938,IPR019515,6,15,9,0.5
GO:0000939,IPR013253,2,8,2,0.4
GO:0000940,IPR013212,4,25,11,0.2222222222222222
GO:0000940,IPR042091,6,25,6,0.3870967741935484
GO:0000941,IPR013253,2,6,2,0.5
GO:0000942,IPR033702,2,10,3,0.3076923076923077
GO:0000942,IPR040967,2,10,7,0.23529411764705882
GO:0000943,IPR001584,5,11,27,0.2631578947368421
GO:0000943,IPR013103,5,11,7,0.5555555555555556
GO:0000943,IPR015820,6,11,6,0.7058823529411765
GO:0000957,IPR022192,5,15,14,0.3448275862068966
GO:0000957,IPR041082,4,15,12,0.2962962962962963
GO:0000957,IPR041453,4,15,8,0.34782608695652173
GO:0000957,IPR044774,5,15,15,0.3333333333333333
GO:0000958,IPR022192,4,13,14,0.2962962962962963
GO:0000958,IPR041082,4,13,12,0.32
GO:0000958,IPR041453,4,13,8,0.38095238095238093
GO:0000958,IPR044774,4,13,15,0.2857142857142857
GO:0000959,IPR028564,25,208,28,0.211864406779661
GO:0000960,IPR022192,4,12,14,0.3076923076923077
GO:0000960,IPR034152,3,12,3,0.4
GO:0000960,IPR034424,2,12,2,0.2857142857142857
GO:0000960,IPR034425,2,12,2,0.2857142857142857
GO:0000960,IPR034426,2,12,2,0.2857142857142857
GO:0000960,IPR041082,4,12,12,0.3333333333333333
GO:0000960,IPR041453,4,12,8,0.4
GO:0000960,IPR044774,4,12,15,0.2962962962962963
GO:0000961,IPR034152,3,4,3,0.8571428571428571
GO:0000962,IPR022192,4,8,14,0.36363636363636365
GO:0000962,IPR034424,2,8,2,0.4
GO:0000962,IPR034425,2,8,2,0.4
GO:0000962,IPR034426,2,8,2,0.4
GO:0000962,IPR041082,4,8,12,0.4
GO:0000962,IPR041453,4,8,8,0.5
GO:0000962,IPR044774,4,8,15,0.34782608695652173
GO:0000963,IPR016009,24,127,60,0.25668449197860965
GO:0000963,IPR028564,25,127,28,0.3225806451612903
GO:0000963,IPR030382,23,127,51,0.25842696629213485
GO:0000964,IPR028564,4,8,28,0.2222222222222222
GO:0000964,IPR031595,2,8,5,0.3076923076923077
GO:0000965,IPR022192,14,27,14,0.6829268292682927
GO:0000965,IPR041082,11,27,12,0.5641025641025641
GO:0000965,IPR041453,7,27,8,0.4
GO:0000965,IPR044774,14,27,15,0.6666666666666666
GO:0000966,IPR006641,30,102,59,0.37267080745341613
GO:0000966,IPR034353,15,102,15,0.2564102564102564
GO:0000967,IPR006641,30,73,59,0.45454545454545453
GO:0000967,IPR034353,15,73,15,0.3409090909090909
GO:0000972,IPR007187,7,45,16,0.22950819672131148
GO:0000972,IPR007230,12,45,14,0.4067796610169492
GO:0000972,IPR014908,8,45,15,0.26666666666666666
GO:0000972,IPR021967,8,45,10,0.2909090909090909
GO:0000973,IPR007230,12,35,14,0.4897959183673469
GO:0000973,IPR021967,8,35,10,0.35555555555555557
GO:0000974,IPR013915,8,59,8,0.23880597014925373
GO:0000974,IPR032297,20,59,20,0.5063291139240507
GO:0000974,IPR034181,12,59,12,0.3380281690140845
GO:0000976,IPR001356,425,2708,889,0.23630803447317208
GO:0000977,IPR001356,395,2297,889,0.24795982423101068
GO:0000979,IPR013137,12,71,40,0.21621621621621623
GO:0000979,IPR013150,13,71,31,0.2549019607843137
GO:0000981,IPR001356,452,2450,889,0.27073974243785565
GO:0000981,IPR011598,308,2450,594,0.202365308804205
GO:0000984,IPR000847,14,41,77,0.23728813559322035
GO:0000984,IPR005119,14,41,73,0.24561403508771928
GO:0000986,IPR000847,14,32,77,0.25688073394495414
GO:0000986,IPR005119,14,32,73,0.26666666666666666
GO:0000992,IPR007309,5,22,5,0.37037037037037035
GO:0000992,IPR011665,4,22,4,0.3076923076923077
GO:0000992,IPR013137,10,22,40,0.3225806451612903
GO:0000992,IPR019136,4,22,4,0.3076923076923077
GO:0000992,IPR035625,4,22,4,0.3076923076923077
GO:0000992,IPR041499,4,22,4,0.3076923076923077
GO:0000993,IPR006569,21,137,29,0.25301204819277107
GO:0000995,IPR007309,5,17,5,0.45454545454545453
GO:0000995,IPR019136,4,17,4,0.38095238095238093
GO:0000995,IPR035625,4,17,4,0.38095238095238093
GO:0000995,IPR041499,4,17,4,0.38095238095238093
GO:0001002,IPR007309,5,12,5,0.5882352941176471
GO:0001002,IPR019136,4,12,4,0.5
GO:0001002,IPR035625,4,12,4,0.5
GO:0001002,IPR041499,4,12,4,0.5
GO:0001003,IPR007309,5,11,5,0.625
GO:0001003,IPR019136,4,11,4,0.5333333333333333
GO:0001003,IPR035625,4,11,4,0.5333333333333333
GO:0001003,IPR041499,4,11,4,0.5333333333333333
GO:0001004,IPR019136,4,7,4,0.7272727272727273
GO:0001004,IPR041499,4,7,4,0.7272727272727273
GO:0001006,IPR011665,4,10,4,0.5714285714285714
GO:0001006,IPR013137,10,10,40,0.4
GO:0001012,IPR001356,396,2341,889,0.2452012383900929
GO:0001013,IPR021752,14,25,14,0.717948717948718
GO:0001013,IPR029215,3,25,4,0.20689655172413793
GO:0001016,IPR007309,5,27,5,0.3125
GO:0001016,IPR011665,4,27,4,0.25806451612903225
GO:0001016,IPR013137,11,27,40,0.3283582089552239
GO:0001016,IPR019136,4,27,4,0.25806451612903225
GO:0001016,IPR035625,4,27,4,0.25806451612903225
GO:0001016,IPR041499,4,27,4,0.25806451612903225
GO:0001017,IPR000847,15,42,77,0.25210084033613445
GO:0001017,IPR005119,15,42,73,0.2608695652173913
GO:0001018,IPR029262,5,11,14,0.4
GO:0001025,IPR021063,2,9,10,0.21052631578947367
GO:0001025,IPR039467,4,9,4,0.6153846153846154
GO:0001030,IPR007309,5,14,5,0.5263157894736842
GO:0001030,IPR019136,4,14,4,0.4444444444444444
GO:0001030,IPR035625,4,14,4,0.4444444444444444
GO:0001030,IPR041499,4,14,4,0.4444444444444444
GO:0001031,IPR007309,5,13,5,0.5555555555555556
GO:0001031,IPR019136,4,13,4,0.47058823529411764
GO:0001031,IPR035625,4,13,4,0.47058823529411764
GO:0001031,IPR041499,4,13,4,0.47058823529411764
GO:0001032,IPR011665,4,13,4,0.47058823529411764
GO:0001032,IPR013137,11,13,40,0.41509433962264153
GO:0001042,IPR000494,5,12,25,0.2702702702702703
GO:0001042,IPR003993,3,12,3,0.4
GO:0001042,IPR006211,5,12,24,0.2777777777777778
GO:0001042,IPR007718,4,12,6,0.4444444444444444
GO:0001042,IPR032778,5,12,18,0.3333333333333333
GO:0001046,IPR021752,14,116,14,0.2153846153846154
GO:0001054,IPR000783,13,56,21,0.33766233766233766
GO:0001054,IPR005571,13,56,14,0.37142857142857144
GO:0001054,IPR009025,10,56,28,0.23809523809523808
GO:0001054,IPR009674,9,56,9,0.27692307692307694
GO:0001055,IPR000783,13,51,21,0.3611111111111111
GO:0001055,IPR005571,13,51,14,0.4
GO:0001055,IPR007073,8,51,9,0.26666666666666666
GO:0001055,IPR007075,8,51,8,0.2711864406779661
GO:0001055,IPR007646,11,51,20,0.30985915492957744
GO:0001055,IPR007647,10,51,17,0.29411764705882354
GO:0001055,IPR009025,11,51,28,0.27848101265822783
GO:0001056,IPR000783,13,66,21,0.2988505747126437
GO:0001056,IPR005571,13,66,14,0.325
GO:0001056,IPR008806,11,66,13,0.27848101265822783
GO:0001056,IPR009025,10,66,28,0.2127659574468085
GO:0001056,IPR013197,12,66,14,0.3
GO:0001067,IPR001356,470,3720,889,0.20394879583423736
GO:0001069,IPR034798,2,11,8,0.21052631578947367
GO:0001069,IPR035000,2,11,5,0.25
GO:0001069,IPR044445,3,11,6,0.35294117647058826
GO:0001069,IPR044446,3,11,6,0.35294117647058826
GO:0001069,IPR044447,3,11,5,0.375
GO:0001080,IPR044114,2,15,3,0.2222222222222222
GO:0001091,IPR002853,9,51,9,0.3
GO:0001091,IPR003166,6,51,6,0.21052631578947367
GO:0001091,IPR017919,9,51,9,0.3
GO:0001091,IPR024550,9,51,9,0.3
GO:0001091,IPR040501,6,51,6,0.21052631578947367
GO:0001093,IPR003101,2,9,7,0.25
GO:0001093,IPR010303,2,9,6,0.26666666666666666
GO:0001093,IPR014744,2,9,5,0.2857142857142857
GO:0001093,IPR024736,2,9,8,0.23529411764705882
GO:0001093,IPR031162,2,9,9,0.2222222222222222
GO:0001096,IPR011947,2,3,8,0.36363636363636365
GO:0001096,IPR015388,2,3,2,0.8
GO:0001097,IPR002853,9,19,9,0.6428571428571429
GO:0001097,IPR003166,6,19,6,0.48
GO:0001097,IPR017919,9,19,9,0.6428571428571429
GO:0001097,IPR024550,9,19,9,0.6428571428571429
GO:0001097,IPR040501,6,19,6,0.48
GO:0001099,IPR006569,21,177,29,0.20388349514563106
GO:0001100,IPR042823,2,14,2,0.25
GO:0001102,IPR002719,19,113,20,0.2857142857142857
GO:0001102,IPR002720,19,113,20,0.2857142857142857
GO:0001102,IPR024599,19,113,20,0.2857142857142857
GO:0001103,IPR000949,15,70,38,0.2777777777777778
GO:0001109,IPR032438,2,5,13,0.2222222222222222
GO:0001109,IPR032830,2,5,12,0.23529411764705882
GO:0001111,IPR032438,2,5,13,0.2222222222222222
GO:0001111,IPR032830,2,5,12,0.23529411764705882
GO:0001112,IPR002853,9,15,9,0.75
GO:0001112,IPR017919,9,15,9,0.75
GO:0001112,IPR024550,9,15,9,0.75
GO:0001113,IPR002853,9,13,9,0.8181818181818182
GO:0001113,IPR017919,9,13,9,0.8181818181818182
GO:0001113,IPR024550,9,13,9,0.8181818181818182
GO:0001120,IPR002853,9,15,9,0.75
GO:0001120,IPR017919,9,15,9,0.75
GO:0001120,IPR024550,9,15,9,0.75
GO:0001134,IPR010750,6,28,6,0.35294117647058826
GO:0001134,IPR019136,4,28,4,0.25
GO:0001134,IPR041499,4,28,4,0.25
GO:0001135,IPR010750,6,16,6,0.5454545454545454
GO:0001139,IPR003618,5,20,21,0.24390243902439024
GO:0001139,IPR013137,12,20,40,0.4
GO:0001139,IPR013150,13,20,31,0.5098039215686274
GO:0001147,IPR024481,3,8,3,0.5454545454545454
GO:0001147,IPR041679,7,8,57,0.2153846153846154
GO:0001155,IPR021063,2,2,10,0.3333333333333333
GO:0001155,IPR032419,2,2,13,0.26666666666666666
GO:0001155,IPR034735,2,2,13,0.26666666666666666
GO:0001156,IPR039467,4,7,4,0.7272727272727273
GO:0001160,IPR024481,3,9,3,0.5
GO:0001160,IPR041679,7,9,57,0.21212121212121213
GO:0001163,IPR021752,14,24,14,0.7368421052631579
GO:0001163,IPR029215,3,24,4,0.21428571428571427
GO:0001164,IPR021752,14,23,14,0.7567567567567568
GO:0001164,IPR029215,3,23,4,0.2222222222222222
GO:0001165,IPR029215,3,5,4,0.6666666666666666
GO:0001172,IPR021891,3,3,11,0.42857142857142855
GO:0001173,IPR013137,12,18,40,0.41379310344827586
GO:0001173,IPR013150,13,18,31,0.5306122448979592
GO:0001174,IPR013137,12,17,40,0.42105263157894735
GO:0001174,IPR013150,13,17,31,0.5416666666666666
GO:0001188,IPR021752,12,12,14,0.9230769230769231
GO:0001192,IPR001222,8,10,32,0.38095238095238093
GO:0001192,IPR001529,7,10,18,0.5
GO:0001192,IPR034012,7,10,7,0.8235294117647058
GO:0001193,IPR001222,8,8,32,0.4
GO:0001193,IPR001529,7,8,18,0.5384615384615384
GO:0001193,IPR034012,7,8,7,0.9333333333333333
GO:0001207,IPR027353,5,8,33,0.24390243902439024
GO:0001207,IPR031354,5,8,10,0.5555555555555556
GO:0001207,IPR043508,5,8,14,0.45454545454545453
GO:0001207,IPR043509,4,8,15,0.34782608695652173
GO:0001222,IPR022728,9,40,11,0.35294117647058826
GO:0001225,IPR033926,3,10,19,0.20689655172413793
GO:0001226,IPR007282,2,5,12,0.23529411764705882
GO:0001306,IPR019831,9,23,53,0.23684210526315788
GO:0001306,IPR019832,9,23,57,0.225
GO:0001315,IPR019831,8,12,53,0.24615384615384617
GO:0001315,IPR019832,8,12,57,0.2318840579710145
GO:0001325,IPR013908,3,17,6,0.2608695652173913
GO:0001325,IPR032429,3,17,5,0.2727272727272727
GO:0001401,IPR000184,16,20,22,0.7619047619047619
GO:0001401,IPR034746,9,20,24,0.4090909090909091
GO:0001407,IPR015855,5,11,14,0.4
GO:0001407,IPR040582,4,11,12,0.34782608695652173
GO:0001504,IPR013086,4,25,5,0.26666666666666666
GO:0001507,IPR014788,2,3,9,0.3333333333333333
GO:0001508,IPR005821,67,145,334,0.2797494780793319
GO:0001508,IPR010526,24,145,26,0.2807017543859649
GO:0001508,IPR044564,25,145,27,0.29069767441860467
GO:0001514,IPR015190,2,12,2,0.2857142857142857
GO:0001514,IPR015191,2,12,2,0.2857142857142857
GO:0001514,IPR034510,2,12,4,0.25
GO:0001514,IPR041085,2,12,4,0.25
GO:0001517,IPR000863,14,14,87,0.27722772277227725
GO:0001518,IPR010526,24,40,26,0.7272727272727273
GO:0001518,IPR024583,12,40,13,0.4528301886792453
GO:0001518,IPR044564,25,40,27,0.746268656716418
GO:0001519,IPR000323,4,5,25,0.26666666666666666
GO:0001519,IPR024548,4,5,25,0.26666666666666666
GO:0001520,IPR037552,3,7,3,0.6
GO:0001522,IPR002501,50,189,53,0.4132231404958678
GO:0001522,IPR006145,52,189,67,0.40625
GO:0001522,IPR020097,58,189,59,0.46774193548387094
GO:0001522,IPR032819,43,189,44,0.36909871244635195
GO:0001527,IPR017878,7,17,24,0.34146341463414637
GO:0001527,IPR040872,4,17,6,0.34782608695652173
GO:0001530,IPR001124,11,80,29,0.2018348623853211
GO:0001530,IPR017942,14,80,40,0.23333333333333334
GO:0001533,IPR019571,7,42,7,0.2857142857142857
GO:0001533,IPR034325,8,42,27,0.2318840579710145
GO:0001534,IPR032151,3,6,4,0.6
GO:0001534,IPR032840,3,6,3,0.6666666666666666
GO:0001536,IPR032151,3,6,4,0.6
GO:0001536,IPR032840,3,6,3,0.6666666666666666
GO:0001543,IPR033834,2,5,3,0.5
GO:0001545,IPR024635,2,5,11,0.25
GO:0001553,IPR021613,4,25,6,0.25806451612903225
GO:0001553,IPR029403,4,25,10,0.22857142857142856
GO:0001555,IPR041961,2,11,2,0.3076923076923077
GO:0001555,IPR041964,2,11,2,0.3076923076923077
GO:0001561,IPR012000,7,14,51,0.2153846153846154
GO:0001562,IPR002861,10,48,18,0.30303030303030304
GO:0001562,IPR003191,8,48,16,0.25
GO:0001562,IPR015894,8,48,21,0.2318840579710145
GO:0001562,IPR037684,8,48,12,0.26666666666666666
GO:0001565,IPR010439,2,4,14,0.2222222222222222
GO:0001565,IPR019558,2,4,12,0.25
GO:0001565,IPR037302,2,4,7,0.36363636363636365
GO:0001565,IPR037860,2,4,5,0.4444444444444444
GO:0001566,IPR010439,2,2,14,0.25
GO:0001566,IPR014772,2,2,17,0.21052631578947367
GO:0001566,IPR019558,2,2,12,0.2857142857142857
GO:0001566,IPR037302,2,2,7,0.4444444444444444
GO:0001572,IPR027995,2,2,17,0.21052631578947367
GO:0001573,IPR011040,18,32,18,0.72
GO:0001573,IPR027791,6,32,19,0.23529411764705882
GO:0001573,IPR027995,6,32,17,0.24489795918367346
GO:0001574,IPR027791,6,9,19,0.42857142857142855
GO:0001574,IPR027995,6,9,17,0.46153846153846156
GO:0001580,IPR027377,8,44,13,0.2807017543859649
GO:0001581,IPR013122,4,4,29,0.24242424242424243
GO:0001581,IPR042060,2,4,10,0.2857142857142857
GO:0001582,IPR011500,4,5,32,0.21621621621621623
GO:0001614,IPR000848,6,32,6,0.3157894736842105
GO:0001618,IPR031588,4,30,7,0.21621621621621623
GO:0001639,IPR019588,2,2,2,1.0
GO:0001640,IPR011500,8,13,32,0.35555555555555557
GO:0001640,IPR017978,10,13,69,0.24390243902439024
GO:0001641,IPR011500,4,6,32,0.21052631578947367
GO:0001642,IPR011500,4,4,32,0.2222222222222222
GO:0001646,IPR000848,6,7,6,0.9230769230769231
GO:0001651,IPR034230,2,7,6,0.3076923076923077
GO:0001651,IPR034233,2,7,5,0.3333333333333333
GO:0001651,IPR034234,2,7,6,0.3076923076923077
GO:0001651,IPR034235,2,7,6,0.3076923076923077
GO:0001651,IPR042153,2,7,11,0.2222222222222222
GO:0001652,IPR021859,3,11,7,0.3333333333333333
GO:0001652,IPR029190,2,11,8,0.21052631578947367
